,content
1396,the meeting concluded with both sides agreeing to deepen security related bilateral engagement
1397,shri rijiju praised india example at the world forum
1398,excellency india is committed to expanding its relations with australia in comprehensive and quick manner today india and australia upgraded their bilateral relations to the comprehensive strategic partnership level
1399,e passports with embedded chip and futuristic technology to be rolled out
1400,efforts are being made to improve the condition of small farmers and increase their income
1401,i am pleased to note that aapi has started an adopt village pilot programme to provide free health screening camps in villages across five states
1402,more clarity may be given about departure of trains buses as lack of clarity coupled with rumours caused unrest amongst the workers
1403,my colleagues in the union cabinet piyush goyal mansukh mandaviya ashwini vaishnaw sarbananda sonowal parshottam rupala kishan reddy pashupati kumar paras ji jitendra singh som prakash and other dignitaries
1404,with coastline of nearly 7 thousand km and vast maritime interests india has unique position in the maritime economy
1405,commerce portal of khadi and village industries commission kvic kvic has developed an online for selling khadi products added by khadi gramodyog bhavan new delhi
1406,these include 91 04 680 healthcare workers hcws who have taken the 1st dose and 56 69 734 hcws who have taken the 2nd dose 1 06 58 497 frontline workers flws 1st dose 52 94 889 flws 2nd dose 3 96 39 132 for over 45 years old to 60 years old 1st dose 10 44 958 for over 45 years old to 60 years old 2nd dose 4 48 99 446 for above 60 years 1st dose and 34 75 903 for above 60 years 2nd dose
